Hour,Minutes,Sensor_alpha,Sensor_beta,Sensor_gamma,Sensor_alpha_plus,Sensor_beta_plus,Sensor_gamma_plus,prediccio
14,54,-37.78163922789951,-133.88599613078088,29.344704053966574,-58.36762368739576,87.13840711947287,52.1863952419091,1
20,31,97.73749018718505,-190.0263570067348,138.90280394990558,41.773043139963015,-5.918637501038559,-11.864397058730315,0
18,48,-76.5070193547882,-71.68852598990905,-46.8037253020428,-165.00861768194014,35.53046029567595,-70.8372595561254,0
22,14,70.27176807399262,-169.9003759507,74.9857569733159,64.85536337072354,-203.2748978483416,158.88026069776342,0
19,19,6.548787347708794,-74.63974120772723,-160.93803731813895,-43.294978621870825,-16.18289522207321,89.22454462640825,0
16,9,-76.6684331799664,14.947844481089756,-63.767251852510064,0.1830176062828648,-136.36568943743669,136.2950746879783,0
21,6,2.4131671102593546,-109.76039891367486,61.327507701239405,42.38736547950697,-50.04307458781232,23.836661160619972,1
21,53,32.00090447885281,-187.3457606644029,55.03679591260877,89.67895352204789,-44.05339096032037,70.71088495625479,0
7,7,145.75903430220603,47.39983542186141,-6.933137039536652,-23.510609698695085,-12.189344846669824,-66.17747449960653,0
19,49,-30.289674890644125,-223.07681980477048,-162.64296271803178,98.3486339489287,61.65940312857213,-20.66439393977036,0
10,45,-19.47944971142828,20.07807218950904,-13.585555454039334,-76.03394538583511,41.06497361453697,53.872835047892,1
18,57,-24.60282961698707,-5.730033891803421,-30.95417037881793,27.85829286315236,16.597916463293828,-51.47740657605774,0
21,7,-50.9778877878629,201.37557631044731,94.59737763050956,-93.32636279591796,-47.78174007342972,99.24524843481628,1
18,22,-38.66196656143147,75.79437858921445,-262.4455453212228,223.0491374804651,67.66898441327359,-17.25934511504072,2
22,45,-53.4679361365765,66.51357711534762,-70.81927254468448,-127.4282157102476,73.04816792778944,-61.51772800705694,0
21,18,-19.35108070561149,-153.8311113729609,-4.269480313671636,135.78142492497528,2.239372501716622,35.2820682887028,0
19,58,-21.52365476862465,-133.79664186463552,200.50289555627955,142.05766544161804,-38.24323613466621,-97.02392184366548,0
21,59,-149.70827936856978,-158.56082944971058,78.62286756719644,-129.62128250225845,-125.08923342789636,51.04404209977395,1
19,45,-90.2398632079326,107.52439149743849,0.5002373213643718,93.58878020862907,-73.37271977388075,28.108784125961943,0
20,56,70.34815423121042,-6.045679571007156,133.60136974985045,114.99174391490332,-8.978110557880242,-28.06399536772038,0
21,12,-131.12722174153538,42.99575393460737,-234.7629599514899,-63.72643904564281,99.50841496351008,108.12334938357452,1
22,49,111.75080813853344,196.81002638937136,94.26518304141908,-97.16753099315866,-70.94634344960774,68.35295796889315,0
21,18,-19.875596808144817,-60.34147538148906,-82.30656196768386,-98.82967297564326,70.2980588705398,57.89113910209961,1
22,42,-18.00193634603475,-121.79548598117206,155.77816647789834,69.778121427758,50.22795715220364,14.185169754729127,0
21,27,-49.37804053121695,-104.91498497636395,-55.47132348489525,54.90902162894757,-4.129130851209492,-75.79645970920859,1
22,5,71.0002932226011,32.60476480174208,9.957389986935228,65.50173266085211,-49.41520757173228,-115.81516834658224,0
21,23,-152.65264070439963,-145.02467641502412,24.909785638807403,-24.0344347479323,-78.41956319723703,19.21721853252593,1
21,31,-1.634168342199932,-123.41653807625453,3.243496743749874,-44.065256381108966,-171.09274821955282,-158.1530615653476,1
5,18,160.78275504707028,-66.48200838078829,89.82582910402172,-31.15251810698345,1.0524771917159783,48.742027616232505,1
15,16,-41.14920494024608,232.4727573697485,21.99381676916872,-214.1171242666592,-171.1469872112247,-15.091820204534908,1
20,0,-161.53232561700014,-128.7831234581987,206.3329091685613,120.40125819837812,196.04504096637763,-3.32576701795842,0
21,24,-30.8009968440432,-102.39237750224817,8.754117193862376,72.82674086981838,-6.496716614477779,-12.480660173392485,0
18,7,17.022824008755595,53.71255006590648,-104.2771095889896,163.70021233451956,36.13086241712147,82.93631150809767,0
20,50,-110.0741699010542,-4.3168129210724215,29.14915187944721,56.95855822346761,18.292218872051254,-12.393282571591095,0
21,37,-157.89130665540262,-29.659577457897512,105.69749860686022,26.142212560597955,101.4339569671636,15.92769188182324,1
3,13,127.07360498089744,-65.13749413114566,-76.95221618158779,-50.7167776574452,-81.74351149915275,-111.99292753577116,1
16,57,-94.23506296873094,-243.2832031317723,152.52687652166358,38.32713404524453,-25.148769026752426,39.41526520438914,0
21,22,-26.150137519145243,129.8678449184424,98.4629486962441,-91.8739355570476,52.37321115318827,16.351024776740157,1
18,14,6.763696313592954,-350.2647387544547,-201.4290822268648,111.64252022060958,-93.56042764724717,-102.77831583941445,0
21,57,-103.05063096372524,50.900681485305576,-11.201455798903048,-89.41725847257835,-44.43646833657367,52.5404978877736,1
21,39,-133.0841129685273,-79.25941780891014,-86.53199857799194,35.249526821426834,-85.538908346205,31.39478442644404,1
21,27,-47.64885331995073,-68.99603534230411,-50.36285162508428,-146.54003460638805,-83.89560007273992,79.29600210186823,1
18,39,67.49880429786835,-335.56308406568576,-167.17422276970365,260.73796368379595,33.993585889055325,-27.35453959540561,0
21,58,217.0248843017288,-128.41263614689612,19.47489397422999,4.641883898304011,8.4967031074588,28.95844885471245,1
19,16,70.94031063399335,-181.01786228157005,125.46758086371295,-31.070512651696003,25.0448713302535,1.6130176181311917,0
20,22,-1.9149543173595536,-161.66972042509138,94.69606334041056,241.52133597890705,78.71362295196079,-47.08254537923544,0
21,12,-75.5152374687172,0.734982456296196,-158.47873589952616,-136.8952925492941,-53.23642455749646,-50.75459054502728,1
21,50,39.953647325401306,-112.50219133689798,67.99718984145584,-97.76806870208016,-19.65896936327276,26.68696168771747,1
20,49,16.052161842204015,57.2014182995195,-0.0462632465032197,0.0528077033152496,58.18713147444602,11.742866502597254,0
19,2,-8.833610928860745,-55.86457960191331,-107.52735437419312,-57.59453447375687,201.13539165271587,68.05172408053784,0
18,6,-99.85427318285264,235.21102865164715,-181.19885500651708,110.03588322978383,-122.85081518770926,59.49045857107951,2
22,29,26.47589054138392,73.95975357274179,22.95681915757195,-49.8912218859475,194.5710672967556,-51.51230342959224,0
18,9,100.53261088916923,61.97897048803267,-1.3601792230277576,-76.09289333494367,52.38865874707198,49.40015667069672,0
1,49,-30.34021428901961,129.3182059109957,154.97888644476637,-70.62631273987174,-49.12164876621896,66.6648134588884,1
21,5,33.463754267363065,-60.92885814466685,-112.2796584789638,23.995790305276422,18.99797271584083,12.580701710202105,1
20,21,-41.77101224290687,-75.19260271226456,114.76768060277358,71.64175402046217,-150.0176067448774,-2.4731340094800944,0
21,14,136.54144571117305,56.64703017081831,4.034203191121078,-110.44285230283992,60.05401995503191,64.46103260415133,1
19,40,49.035575677715336,-385.7727106409709,-269.8745483126177,242.51839514148844,102.97707167473712,-74.01609435170005,0
18,28,-147.38257145169234,-116.07915013404806,-39.61013810512792,213.8794148870983,-60.21424176433195,-8.092355057558578,0
12,17,-34.64542749340012,-61.59550842834942,-56.10414283716734,-170.06884578559084,-100.7464527327244,-119.243988477603,1
21,2,-3.3610130874228537,219.09136831597405,163.26978962144966,-136.9221372163995,-143.63348145595515,-76.81129525571716,1
21,36,77.86828714313928,-133.2124599068618,-9.68838954043354,30.859284296040705,164.3694518130713,-3.888052259170532,1
22,33,180.09437146528288,17.687422622604952,29.0836732246617,32.69135818040026,-1.2384764604647025,-125.373370444026,0
21,57,-36.94013950934184,116.63003348763596,-28.85677259404515,-26.20421100111455,43.76395658185648,36.69160344013837,0
21,34,26.65947017269028,130.9336469603856,56.88763001912408,-100.30008580125671,103.7393901782759,-21.884866731028485,1
21,1,-95.95903208162594,74.89428319186489,-82.22438531823249,33.9932269443647,139.6949184192768,-24.19768592037829,0
21,17,-172.41026761408222,-63.9723994842628,-124.20160164898162,82.55112327296222,187.81827731136,107.27967592917209,0
18,32,197.95687036091024,-11.185792429376953,-103.860494457141,-11.28006139991994,112.634114236857,28.90294779773977,0
21,16,128.07145716714496,17.906181022095268,9.929979772875674,-60.40730968404068,210.0269492095875,2.016060073502405,1
21,20,-85.02107380115021,-51.89902184141888,199.73594648927008,262.24549177699726,66.92074911503065,-20.54165962714625,0
21,1,111.53595121509952,-140.5825001328785,185.2166104539168,223.64593185214784,-18.4130938469938,-86.16654211582639,0
21,5,-3.890832207353683,128.238740746516,142.30233082262149,-75.4281623832057,-161.35004041320863,126.3864842755527,1
19,46,60.89831900958731,155.02141700301482,15.315296763926634,-152.6284013384451,-30.702907765902687,5.8002384681925525,0
18,21,79.01743057993788,168.17781371933546,49.227369768591785,-65.25057654495579,-160.9666562487763,40.88244439933292,0
22,20,-118.77688750419236,-72.57057092272576,0.7423692517089187,71.34499857931891,197.8331731982839,-113.30814281929544,0
22,58,-148.3068596048988,-169.75414560848824,-129.30503036701634,74.71957227207791,-20.640717880858965,84.68839043553214,0
19,30,14.691481772610674,14.804692816898546,83.53048171528204,98.1815077009496,9.966386676489726,-59.46902620438125,0
21,54,14.545173180911169,-132.35348473824837,-14.123098614503393,-0.980649623421348,-26.86959174109245,-242.23135544869464,1
22,43,-53.11135965796439,-170.36265914361732,-60.53411374464404,154.70269367046637,-43.064332260457086,83.72535972430961,0
20,15,-67.70371573426053,203.0790724036748,-38.24947592440584,-47.93186904191854,-107.41995818931449,54.228258871394445,0
21,35,14.7542694821449,-39.83095714109513,7.347527621238692,-88.99991043041764,163.7258565374809,189.5000773067443,1
21,1,-205.8989883226548,-95.27373116750972,-16.18385422690636,-96.47993693060477,-43.81756076830434,-89.77646440576994,1
21,46,-84.42176608759651,188.71622858328595,96.45413209467937,-127.2001323951641,102.17911567193144,67.5924338323698,1
15,38,83.61268780778128,175.052292997674,84.29284889648663,-140.16256723036298,95.98475733570116,-7.616645202706753,1
21,13,31.95638590714801,-210.57811309377655,33.569351215569995,25.87268166453955,-23.699123207834248,-203.6340028353741,1
21,52,-134.37885619786414,62.1555927871748,102.45692455265512,-33.747139474436075,40.25633577517309,-0.8961459528845419,1
18,9,70.46346707572249,-114.34137342293742,-66.5790751764533,145.7831382308278,88.11386310446971,138.3395537020767,0
21,31,117.59392918924355,-181.86480745273636,-119.66534974205956,128.16217438911656,-11.353698683803213,-55.090669848765785,0
18,59,6.990134157839534,-86.39984077893969,-76.2823781634473,58.56063004812883,-54.29877560685823,-163.1204077507289,0
16,32,47.75446974646267,-296.4727172263515,-158.49389421139855,235.8052864555039,-87.61143252805861,-145.89504225415232,0
22,49,-64.33432650129964,-0.8443191001978989,-165.98922151233174,45.09460905831746,63.31923968341287,106.37482643633614,0
22,50,43.55377677015328,-102.49553479768484,-55.1705183286935,-8.926137625475716,32.707836515151136,79.66220658276126,0
22,42,63.493695355709214,-98.6503801545734,-0.813815432987608,-3.360174721775222,-15.458291328828407,-7.244078810372416,0
23,16,7.896189219159607,214.65668154059364,-63.816537697962914,-9.585363726037654,-80.1347501797134,-200.2345407923501,2
21,59,92.1731018002072,-70.02640660256242,-31.36868344437258,-209.09198704442088,-112.4404303404438,234.496515958904,1
20,45,-174.6523759709653,-295.9749090049804,-131.54061678231176,225.92522040440127,-84.60403680048245,19.01348042250147,0
21,28,17.941393815045924,-150.00619224122138,30.02461532279688,0.863405723252697,40.12510495622057,-38.95700419740479,1
18,5,-57.37929729812633,41.97939303369842,-77.98005536946768,43.28854196759623,-286.3028281784818,-41.46207856324081,2
22,6,-299.89539936101767,-50.8924686208994,160.07405369672318,132.65870849504103,121.2622161363268,52.47017073252205,0
18,45,-64.85163017039697,100.97867613649004,-30.685448141048305,-25.397271780227623,-36.99191528532667,84.54009393773083,0
21,45,126.8841373295063,44.88537466367824,-97.24024627908008,170.88454956060474,81.24201748305848,103.85992075374028,2
21,25,101.92014625355284,-199.74880211542617,115.36723494851854,181.6023255908096,-33.87474604912539,8.072799848673998,0
21,13,19.98037369970086,-22.40183850914176,-178.90515684158973,66.2601984491197,62.74898319013104,13.502900953914246,1
21,29,-39.33811419944623,-115.27952374952416,-76.34081330453357,131.69282511063813,-31.78374782323945,-36.728040472512255,0
18,29,-6.822743047791886,-92.84757601102518,-42.61314094839786,72.31585476713283,-0.6839479891437982,0.0699265415450939,0
21,39,74.45452253282609,-118.45067351770844,-16.997003505417428,6.0270074139633145,97.08539507773348,-294.353180954623,1
20,18,-31.66877706743333,-162.49956127422251,-91.29573720743988,135.23389127202063,-115.41471588942083,75.02346735077919,0
21,3,110.03999350034871,11.642596088083293,-144.27903681686175,-230.3908532015516,132.91296526345775,16.34159101560844,1
21,57,-51.2202425372199,117.19639579857954,-7.674433556047622,-252.66995943978384,-28.65873812246441,74.76563275565842,1
21,37,-47.84738868995018,154.65472479136767,176.2531196735144,-99.77652149767124,103.6977689752314,-55.98523026811546,1
9,39,105.83519048436084,-78.20460353410729,-129.07959214884414,52.43968210672845,-204.54471596364604,106.97384679535386,0
21,26,-36.7942543003399,-94.61493000772788,-68.84289337496604,52.26944970399192,93.06259667908812,160.66427537589115,0
21,20,-64.61474470932133,-87.8370516015791,23.343500346889424,-3.952919594775428,82.23658934336888,118.67464501360467,1
21,20,-6.907663245474723,197.39789144646605,56.90331795127208,-159.88440580370042,54.47942009962631,-28.76713568005258,1
21,41,26.2819759128655,-208.33283180554855,123.12342639818756,-22.53970756577719,-46.70160842646817,-105.21617390405386,1
18,6,169.0501105980942,-28.58408857674749,34.60111324643849,77.7180484568054,-35.00954286799487,-252.59381796551335,0
21,24,45.599332267697946,-54.1904655627019,-99.0076637965619,-44.80612399501253,-36.87270956402546,78.95055499710948,1
21,3,167.31283590071382,6.253770306144324,-64.15325513390464,-2.6946103112835407,54.37955653265573,96.31748624689922,1
21,37,37.50464000447531,-2.944800829970617,-120.7617634478149,-233.64508792842483,-139.79919049251995,103.22802060677547,1
21,24,104.5835280467915,31.145243327308748,-184.24263474539785,-208.69931176432868,-232.78050080264973,38.98288031735169,1
19,9,10.472236328651617,85.13599545853472,-118.67728803548574,-152.3477692767494,142.9540342871194,155.49455485197086,0
21,17,-47.82365029037241,-134.58018351962332,0.0305850701954546,7.692994022764388,-69.85816450568169,-23.565876726808582,1
18,1,167.23637792733902,-52.266134696187706,164.8686658229834,225.1141003044936,123.9287269232415,66.53640725582683,0
18,20,17.153880248225498,-220.93184468751625,117.33372490916238,89.92290874844832,-88.24670798205318,-228.054389350374,0
18,38,-93.61264193093636,73.8069785533849,-14.20481278284348,-45.38745415935806,-58.52908231902562,204.13853305692865,0
21,25,216.5889670140484,145.2170130138171,29.96451506947247,-116.33017397057463,-3.3151951707602296,3.604824609360762,1
21,11,-156.00924109376052,-117.62270200186602,-12.535953456972726,-14.47208961556392,-94.62269679257348,77.9713561675543,1
21,46,-10.271863207784197,-91.74069252300464,-68.11330050121762,34.00267942052102,-96.20835223099024,35.48989874857664,1
22,28,-46.01209974646111,-171.5435024162908,120.24387662974338,96.2796200182789,-95.37632175592172,-49.39869828534052,0
20,25,-6.866384425748691,-15.43938164752905,21.72390996667664,32.91750247701813,60.38834155752918,-53.83219903389021,0
16,4,-195.26048615341352,-72.48210090635206,-86.08857343546981,9.561580673517913,45.377615110967376,-26.68053049457014,1
22,12,257.1379184975998,-41.00439142572081,-166.0509407079057,-238.09836323420308,37.53516168880998,-24.61333843418994,0
21,42,8.288615688678389,404.3331059241896,299.9247380722184,-175.4561954437962,-25.90305003058574,-105.48405141134378,1
18,1,-153.68754772788316,100.87578121571012,-105.80983922970036,120.0993188310756,-1.5133166113299743,-12.835726935195558,2
21,20,-13.021808379984906,155.84831478134083,-374.7322434463958,-156.87984835138607,-186.4457871617824,-32.13160228030302,1
20,51,67.35341282320807,-54.47500808819223,-35.0953883053032,169.18827340198186,1.817983561595213,-207.6980789878893,0
21,56,-52.97523849888098,-186.62749666916255,190.0015147819717,263.7997739921662,13.86744700144053,173.74968708978145,0
20,20,64.54642485880831,-117.89986646865871,-103.96364728303884,68.16220506626792,-45.7205935685103,-241.07458420022317,0
21,44,35.70548968813,-152.48400146335473,27.263806177647236,2.278029889929978,121.08825138634325,70.10534973213083,1
19,43,145.14284147663363,-145.29449804985222,123.2640877157834,150.44472211619455,166.7313303929478,136.95057796809814,0
22,9,-3.945359049320461,48.50286987568242,151.11994420007304,184.0015390301605,-7.963632364207426,-48.3933550229748,0
21,6,-45.614698235983845,172.40941038564807,233.37174980726311,-56.89551704315019,98.76938617206564,156.41564929185944,1
20,50,-118.58188977904732,-117.49238102603488,5.308098205988587,-34.88872078021006,46.71434397487461,-27.99556439266585,0
21,22,-27.18769926778426,4.85548332912733,96.44223332355384,-20.4867854128622,-133.28923710669483,-42.10790405593334,1
21,44,-149.7531516469958,-199.2612351393244,119.33842060191044,-59.38656782771115,-11.010032161070876,23.04098876915535,1
19,29,84.56877262084596,57.01485648266663,-114.23947772931768,47.57842040237514,-112.70212636744486,-71.92752105956714,0
20,42,23.0284167382888,-308.8910330170223,257.3032611185378,303.0074802459516,-98.54232300674084,-158.38137040389043,0
